disasterType,id,disasterNumber,state,incidentBeginDate,placeCode,declaredCountyArea,incidentType
DR,54f4fbb5df7009de48211fba,1545,FL,2004-09-03T16:26:00.000Z,99023,Columbia (County),Hurricane
DR,54f4fbb5df7009de48211fbc,1545,FL,2004-09-03T16:26:00.000Z,99045,Gulf (County),Hurricane
DR,54f4fbb5df7009de48211fbd,1545,FL,2004-09-03T16:26:00.000Z,99055,Highlands (County),Hurricane
DR,54f4fbb5df7009de48211fbe,1545,FL,2004-09-03T16:26:00.000Z,99065,Jefferson (County),Hurricane
DR,54f4fbb5df7009de48211fc1,1545,FL,2004-09-03T16:26:00.000Z,99093,Okeechobee (County),Hurricane
DR,54f4fbb5df7009de48211fbf,1545,FL,2004-09-03T16:26:00.000Z,99075,Levy (County),Hurricane
DR,54f4fbb5df7009de48211fc3,1545,FL,2004-09-03T16:26:00.000Z,99117,Seminole (County),Hurricane
DR,54f4fbb5df7009de48211fc4,1545,FL,2004-09-03T16:26:00.000Z,99123,Taylor (County),Hurricane
DR,54f4fbb5df7009de48211fb9,1545,FL,2004-09-03T16:26:00.000Z,99013,Calhoun (County),Hurricane
DR,54f4fbb4df7009de48211bd4,1545,FL,2004-09-03T16:26:00.000Z,99031,Duval (County),Hurricane
DR,54f4fbb4df7009de48211bd2,1545,FL,2004-09-03T16:26:00.000Z,99009,Brevard (County),Hurricane
DR,54f4fbb4df7009de48211bd3,1545,FL,2004-09-03T16:26:00.000Z,99019,Clay (County),Hurricane
DR,54f4fbb5df7009de48211fbb,1545,FL,2004-09-03T16:26:00.000Z,99035,Flagler (County),Hurricane
DR,54f4fbb5df7009de48211fc2,1545,FL,2004-09-03T16:26:00.000Z,99103,Pinellas (County),Hurricane
DR,54f4fbb5df7009de48211fc0,1545,FL,2004-09-03T16:26:00.000Z,99085,Martin (County),Hurricane
DR,54f4fbb5df7009de48211fc5,1545,FL,2004-09-03T16:26:00.000Z,99133,Washington (County),Hurricane
DR,54f4fbb4df7009de48211bd5,1545,FL,2004-09-03T16:26:00.000Z,99041,Gilchrist (County),Hurricane
DR,54f4fbb5df7009de482121ae,1545,FL,2004-09-03T16:26:00.000Z,99005,Bay (County),Hurricane
DR,54f4fbb5df7009de482121af,1545,FL,2004-09-03T16:26:00.000Z,99015,Charlotte (County),Hurricane
DR,54f4fbb5df7009de482121b0,1545,FL,2004-09-03T16:26:00.000Z,99027,DeSoto (County),Hurricane
DR,54f4fbb5df7009de482121b1,1545,FL,2004-09-03T16:26:00.000Z,99037,Franklin (County),Hurricane
DR,54f4fbb5df7009de482121b2,1545,FL,2004-09-03T16:26:00.000Z,99047,Hamilton (County),Hurricane
DR,54f4fbb4df7009de48211bd6,1545,FL,2004-09-03T16:26:00.000Z,99051,Hendry (County),Hurricane
DR,54f4fbb4df7009de48211bd7,1545,FL,2004-09-03T16:26:00.000Z,99061,Indian River (County),Hurricane
DR,54f4fbb4df7009de48211bd8,1545,FL,2004-09-03T16:26:00.000Z,99071,Lee (County),Hurricane
DR,54f4fbb5df7009de482121b3,1545,FL,2004-09-03T16:26:00.000Z,99057,Hillsborough (County),Hurricane
DR,54f4fbb5df7009de482121b4,1545,FL,2004-09-03T16:26:00.000Z,99067,Lafayette (County),Hurricane
DR,54f4fbb5df7009de482121b5,1545,FL,2004-09-03T16:26:00.000Z,99077,Liberty (County),Hurricane
DR,54f4fbb5df7009de482121b6,1545,FL,2004-09-03T16:26:00.000Z,99086,Miami-Dade (County),Hurricane
DR,54f4fbb5df7009de482121b7,1545,FL,2004-09-03T16:26:00.000Z,99095,Orange (County),Hurricane
DR,54f4fbb5df7009de482121b8,1545,FL,2004-09-03T16:26:00.000Z,99105,Polk (County),Hurricane
DR,54f4fbb5df7009de482121b9,1545,FL,2004-09-03T16:26:00.000Z,99109,St. Johns (County),Hurricane
DR,54f4fbb5df7009de482121ba,1545,FL,2004-09-03T16:26:00.000Z,99125,Union (County),Hurricane
DR,54f4fbb6df7009de482123ab,1545,FL,2004-09-03T16:26:00.000Z,99087,Monroe (County),Hurricane
DR,54f4fbb6df7009de482123a5,1545,FL,2004-09-03T16:26:00.000Z,99029,Dixie (County),Hurricane
DR,54f4fbb6df7009de482123aa,1545,FL,2004-09-03T16:26:00.000Z,99079,Madison (County),Hurricane
DR,54f4fbb6df7009de482123a7,1545,FL,2004-09-03T16:26:00.000Z,99049,Hardee (County),Hurricane
DR,54f4fbb6df7009de482123ac,1545,FL,2004-09-03T16:26:00.000Z,99097,Osceola (County),Hurricane
DR,54f4fbb6df7009de482123ad,1545,FL,2004-09-03T16:26:00.000Z,99107,Putnam (County),Hurricane
DR,54f4fbb6df7009de482123ae,1545,FL,2004-09-03T16:26:00.000Z,99111,St. Lucie (County),Hurricane
DR,54f4fbb6df7009de482123af,1545,FL,2004-09-03T16:26:00.000Z,99127,Volusia (County),Hurricane
DR,54f4fbb6df7009de482123a9,1545,FL,2004-09-03T16:26:00.000Z,99069,Lake (County),Hurricane
DR,54f4fbb6df7009de482123a3,1545,FL,2004-09-03T16:26:00.000Z,99007,Bradford (County),Hurricane
DR,54f4fbb6df7009de482123a8,1545,FL,2004-09-03T16:26:00.000Z,99059,Holmes (County),Hurricane
DR,54f4fbb6df7009de482123a6,1545,FL,2004-09-03T16:26:00.000Z,99039,Gadsden (County),Hurricane
DR,54f4fbb6df7009de482123a4,1545,FL,2004-09-03T16:26:00.000Z,99017,Citrus (County),Hurricane
DR,54f4fbb4df7009de48211dba,1539,FL,2004-08-11T13:00:00.000Z,99053,Hernando (County),Hurricane
DR,54f4fbb4df7009de48211dbb,1539,FL,2004-08-11T13:00:00.000Z,99063,Jackson (County),Hurricane
DR,54f4fbb4df7009de48211dbc,1539,FL,2004-08-11T13:00:00.000Z,99073,Leon (County),Hurricane
DR,54f4fbb4df7009de48211dbd,1539,FL,2004-08-11T13:00:00.000Z,99083,Marion (County),Hurricane
DR,54f4fbb4df7009de48211dbe,1539,FL,2004-08-11T13:00:00.000Z,99091,Okaloosa (County),Hurricane
DR,54f4fbb4df7009de48211dbf,1539,FL,2004-08-11T13:00:00.000Z,99101,Pasco (County),Hurricane
DR,54f4fbb4df7009de48211dc0,1539,FL,2004-08-11T13:00:00.000Z,99115,Sarasota (County),Hurricane
DR,54f4fbb4df7009de48211dc1,1539,FL,2004-08-11T13:00:00.000Z,99121,Suwannee (County),Hurricane
DR,54f4fbb4df7009de48211dc2,1539,FL,2004-08-11T13:00:00.000Z,99131,Walton (County),Hurricane
DR,54f4fbb4df7009de48211db5,1539,FL,2004-08-11T13:00:00.000Z,99001,Alachua (County),Hurricane
DR,54f4fbb4df7009de48211db6,1539,FL,2004-08-11T13:00:00.000Z,99011,Broward (County),Hurricane
DR,54f4fbb4df7009de48211db7,1539,FL,2004-08-11T13:00:00.000Z,99021,Collier (County),Hurricane
DR,54f4fbb4df7009de48211db8,1539,FL,2004-08-11T13:00:00.000Z,99033,Escambia (County),Hurricane
DR,54f4fbb4df7009de48211db9,1539,FL,2004-08-11T13:00:00.000Z,99043,Glades (County),Hurricane
DR,54f4fbb4df7009de48211bc5,1539,FL,2004-08-11T13:00:00.000Z,99009,Brevard (County),Hurricane
DR,54f4fbb4df7009de48211bc6,1539,FL,2004-08-11T13:00:00.000Z,99019,Clay (County),Hurricane
DR,54f4fbb4df7009de48211bc7,1539,FL,2004-08-11T13:00:00.000Z,99031,Duval (County),Hurricane
DR,54f4fbb4df7009de48211bc8,1539,FL,2004-08-11T13:00:00.000Z,99041,Gilchrist (County),Hurricane
DR,54f4fbb4df7009de48211bc9,1539,FL,2004-08-11T13:00:00.000Z,99051,Hendry (County),Hurricane
DR,54f4fbb4df7009de48211bca,1539,FL,2004-08-11T13:00:00.000Z,99061,Indian River (County),Hurricane
DR,54f4fbb4df7009de48211bcb,1539,FL,2004-08-11T13:00:00.000Z,99071,Lee (County),Hurricane
DR,54f4fbb5df7009de48211faa,1539,FL,2004-08-11T13:00:00.000Z,99003,Baker (County),Hurricane
DR,54f4fbb5df7009de48211fb6,1539,FL,2004-08-11T13:00:00.000Z,99123,Taylor (County),Hurricane
DR,54f4fbb5df7009de48211fb7,1539,FL,2004-08-11T13:00:00.000Z,99133,Washington (County),Hurricane
DR,54f4fbb5df7009de48211fae,1539,FL,2004-08-11T13:00:00.000Z,99045,Gulf (County),Hurricane
DR,54f4fbb5df7009de48211faf,1539,FL,2004-08-11T13:00:00.000Z,99055,Highlands (County),Hurricane
DR,54f4fbb5df7009de48211fb0,1539,FL,2004-08-11T13:00:00.000Z,99065,Jefferson (County),Hurricane
DR,54f4fbb4df7009de48211bcc,1539,FL,2004-08-11T13:00:00.000Z,99081,Manatee (County),Hurricane
DR,54f4fbb5df7009de48211fb2,1539,FL,2004-08-11T13:00:00.000Z,99085,Martin (County),Hurricane
DR,54f4fbb5df7009de48211fb4,1539,FL,2004-08-11T13:00:00.000Z,99103,Pinellas (County),Hurricane
DR,54f4fbb5df7009de48211fab,1539,FL,2004-08-11T13:00:00.000Z,99013,Calhoun (County),Hurricane
DR,54f4fbb5df7009de48211fb1,1539,FL,2004-08-11T13:00:00.000Z,99075,Levy (County),Hurricane
DR,54f4fbb5df7009de48211fb3,1539,FL,2004-08-11T13:00:00.000Z,99093,Okeechobee (County),Hurricane
DR,54f4fbb4df7009de48211bcf,1539,FL,2004-08-11T13:00:00.000Z,99113,Santa Rosa (County),Hurricane
DR,54f4fbb4df7009de48211bcd,1539,FL,2004-08-11T13:00:00.000Z,99089,Nassau (County),Hurricane
DR,54f4fbb4df7009de48211bce,1539,FL,2004-08-11T13:00:00.000Z,99099,Palm Beach (County),Hurricane
DR,54f4fbb4df7009de48211bd0,1539,FL,2004-08-11T13:00:00.000Z,99119,Sumter (County),Hurricane
DR,54f4fbb4df7009de48211bd1,1539,FL,2004-08-11T13:00:00.000Z,99129,Wakulla (County),Hurricane
DR,54f4fbb5df7009de48211fb5,1539,FL,2004-08-11T13:00:00.000Z,99117,Seminole (County),Hurricane
DR,54f4fbb5df7009de48211fac,1539,FL,2004-08-11T13:00:00.000Z,99023,Columbia (County),Hurricane
DR,54f4fbb5df7009de48211fad,1539,FL,2004-08-11T13:00:00.000Z,99035,Flagler (County),Hurricane
DR,54f4fbb5df7009de482121a2,1539,FL,2004-08-11T13:00:00.000Z,99015,Charlotte (County),Hurricane
DR,54f4fbb5df7009de482121a3,1539,FL,2004-08-11T13:00:00.000Z,99027,DeSoto (County),Hurricane
DR,54f4fbb5df7009de482121a1,1539,FL,2004-08-11T13:00:00.000Z,99005,Bay (County),Hurricane
DR,54f4fbb5df7009de482121a6,1539,FL,2004-08-11T13:00:00.000Z,99057,Hillsborough (County),Hurricane
DR,54f4fbb5df7009de482121a4,1539,FL,2004-08-11T13:00:00.000Z,99037,Franklin (County),Hurricane
DR,54f4fbb5df7009de482121a5,1539,FL,2004-08-11T13:00:00.000Z,99047,Hamilton (County),Hurricane
DR,54f4fbb5df7009de482121a7,1539,FL,2004-08-11T13:00:00.000Z,99067,Lafayette (County),Hurricane
DR,54f4fbb5df7009de482121a8,1539,FL,2004-08-11T13:00:00.000Z,99077,Liberty (County),Hurricane
DR,54f4fbb5df7009de482121aa,1539,FL,2004-08-11T13:00:00.000Z,99095,Orange (County),Hurricane
DR,54f4fbb5df7009de482121a9,1539,FL,2004-08-11T13:00:00.000Z,99086,Miami-Dade (County),Hurricane
DR,54f4fbb5df7009de482121ab,1539,FL,2004-08-11T13:00:00.000Z,99105,Polk (County),Hurricane
DR,54f4fbb5df7009de482121ac,1539,FL,2004-08-11T13:00:00.000Z,99109,St. Johns (County),Hurricane
DR,54f4fbb5df7009de482121ad,1539,FL,2004-08-11T13:00:00.000Z,99125,Union (County),Hurricane
DR,54f4fbb6df7009de48212396,1539,FL,2004-08-11T13:00:00.000Z,99007,Bradford (County),Hurricane
DR,54f4fbb6df7009de48212397,1539,FL,2004-08-11T13:00:00.000Z,99017,Citrus (County),Hurricane
DR,54f4fbb6df7009de48212398,1539,FL,2004-08-11T13:00:00.000Z,99029,Dixie (County),Hurricane
DR,54f4fbb6df7009de48212399,1539,FL,2004-08-11T13:00:00.000Z,99039,Gadsden (County),Hurricane
DR,54f4fbb6df7009de4821239a,1539,FL,2004-08-11T13:00:00.000Z,99049,Hardee (County),Hurricane
DR,54f4fbb6df7009de4821239b,1539,FL,2004-08-11T13:00:00.000Z,99059,Holmes (County),Hurricane
DR,54f4fbb6df7009de4821239c,1539,FL,2004-08-11T13:00:00.000Z,99069,Lake (County),Hurricane
DR,54f4fbb6df7009de4821239d,1539,FL,2004-08-11T13:00:00.000Z,99079,Madison (County),Hurricane
DR,54f4fbb6df7009de4821239e,1539,FL,2004-08-11T13:00:00.000Z,99087,Monroe (County),Hurricane
DR,54f4fbb6df7009de482123a2,1539,FL,2004-08-11T13:00:00.000Z,99127,Volusia (County),Hurricane
DR,54f4fbb6df7009de4821239f,1539,FL,2004-08-11T13:00:00.000Z,99097,Osceola (County),Hurricane
DR,54f4fbb6df7009de482123a0,1539,FL,2004-08-11T13:00:00.000Z,99107,Putnam (County),Hurricane
DR,54f4fbb6df7009de482123a1,1539,FL,2004-08-11T13:00:00.000Z,99111,St. Lucie (County),Hurricane
DR,54f4fbb4df7009de48211d70,1481,FL,2003-06-13T04:00:00.000Z,99081,Manatee (County),Severe Storm(s)
DR,54f4fbb4df7009de48211d6f,1481,FL,2003-06-13T04:00:00.000Z,99027,DeSoto (County),Severe Storm(s)
DR,54f4fbb5df7009de48211f61,1481,FL,2003-06-13T04:00:00.000Z,99101,Pasco (County),Severe Storm(s)
DR,54f4fbb5df7009de48211f60,1481,FL,2003-06-13T04:00:00.000Z,99029,Dixie (County),Severe Storm(s)
DR,54f4fbb5df7009de48212158,1481,FL,2003-06-13T04:00:00.000Z,99049,Hardee (County),Severe Storm(s)
DR,54f4fbb5df7009de48212159,1481,FL,2003-06-13T04:00:00.000Z,99115,Sarasota (County),Severe Storm(s)
DR,54f4fbb4df7009de48211b7f,1481,FL,2003-06-13T04:00:00.000Z,99017,Citrus (County),Severe Storm(s)
DR,54f4fbb4df7009de48211b80,1481,FL,2003-06-13T04:00:00.000Z,99075,Levy (County),Severe Storm(s)
DR,54f4fbb6df7009de4821234d,1481,FL,2003-06-13T04:00:00.000Z,99015,Charlotte (County),Severe Storm(s)
DR,54f4fbb6df7009de4821234e,1481,FL,2003-06-13T04:00:00.000Z,99053,Hernando (County),Severe Storm(s)
DR,54f4fbb6df7009de4821234f,1481,FL,2003-06-13T04:00:00.000Z,99123,Taylor (County),Severe Storm(s)
DR,5465a02749d3d6a93c737555,1460,FL,2003-03-27T23:00:00.000Z,99086,Miami-Dade (County),Severe Storm(s)
DR,54f4fbb4df7009de48211d38,1393,FL,2001-09-13T04:00:00.000Z,99055,Highlands (County),Coastal Storm
DR,54f4fbb4df7009de48211d39,1393,FL,2001-09-13T04:00:00.000Z,99109,St. Johns (County),Coastal Storm
DR,54f4fbb4df7009de48211d37,1393,FL,2001-09-13T04:00:00.000Z,99015,Charlotte (County),Coastal Storm
DR,54f4fbb5df7009de48211f28,1393,FL,2001-09-13T04:00:00.000Z,99021,Collier (County),Coastal Storm
DR,54f4fbb5df7009de48211f29,1393,FL,2001-09-13T04:00:00.000Z,99071,Lee (County),Coastal Storm
DR,54f4fbb4df7009de48211b45,1393,FL,2001-09-13T04:00:00.000Z,99049,Hardee (County),Coastal Storm
DR,54f4fbb4df7009de48211b46,1393,FL,2001-09-13T04:00:00.000Z,99115,Sarasota (County),Coastal Storm
DR,54f4fbb5df7009de48212120,1393,FL,2001-09-13T04:00:00.000Z,99081,Manatee (County),Coastal Storm
DR,54f4fbb5df7009de4821211f,1393,FL,2001-09-13T04:00:00.000Z,99027,DeSoto (County),Coastal Storm
DR,54f4fbb6df7009de48212313,1393,FL,2001-09-13T04:00:00.000Z,99035,Flagler (County),Coastal Storm
DR,54f4fbb6df7009de48212314,1393,FL,2001-09-13T04:00:00.000Z,99107,Putnam (County),Coastal Storm
DR,5465a02549d3d6a93c736f67,1381,FL,2001-06-11T09:30:00.000Z,99133,Washington (County),Severe Storm(s)
DR,5465a02549d3d6a93c736f46,1381,FL,2001-06-11T09:30:00.000Z,99077,Liberty (County),Severe Storm(s)
DR,5465a02549d3d6a93c736f25,1381,FL,2001-06-11T09:30:00.000Z,99129,Wakulla (County),Severe Storm(s)
DR,5465a02549d3d6a93c736f04,1381,FL,2001-06-11T09:30:00.000Z,99065,Jefferson (County),Severe Storm(s)
DR,5465a02549d3d6a93c736ee3,1381,FL,2001-06-11T09:30:00.000Z,99073,Leon (County),Severe Storm(s)
DR,5465a02549d3d6a93c736ec2,1381,FL,2001-06-11T09:30:00.000Z,99059,Holmes (County),Severe Storm(s)
DR,5465a02549d3d6a93c736ea1,1381,FL,2001-06-11T09:30:00.000Z,99039,Gadsden (County),Severe Storm(s)
DR,5465a02549d3d6a93c736e7f,1381,FL,2001-06-11T09:30:00.000Z,99005,Bay (County),Severe Storm(s)
DR,5465a02549d3d6a93c736e5d,1381,FL,2001-06-11T09:30:00.000Z,99013,Calhoun (County),Severe Storm(s)
FS,5465a03449d3d6a93c739e80,2363,FL,2001-05-23T17:30:00.000Z,99067,Lafayette (County),Fire
FS,5465a03449d3d6a93c739e35,2363,FL,2001-05-23T17:30:00.000Z,99029,Dixie (County),Fire
FS,5465a03449d3d6a93c739f38,2361,FL,2001-05-15T21:00:00.000Z,99033,Escambia (County),Fire
FS,5465a03449d3d6a93c739f5d,2360,FL,2001-05-14T21:00:00.000Z,99133,Washington (County),Fire
FS,5465a03449d3d6a93c739eee,2360,FL,2001-05-14T21:00:00.000Z,99131,Walton (County),Fire
FS,5465a03449d3d6a93c739f13,2359,FL,2001-04-17T22:30:00.000Z,99087,Monroe (County),Fire
FS,5465a03449d3d6a93c739ea4,2359,FL,2001-04-17T22:30:00.000Z,99025,Dade (County),Fire
FS,5465a03449d3d6a93c739f81,2358,FL,2001-04-17T17:00:00.000Z,99015,Charlotte (County),Fire
FS,5465a03449d3d6a93c739ec9,2358,FL,2001-04-17T17:00:00.000Z,99115,Sarasota (County),Fire
FS,5465a03449d3d6a93c739e7f,2358,FL,2001-04-17T17:00:00.000Z,99049,Hardee (County),Fire
FS,5465a03449d3d6a93c739e5a,2358,FL,2001-04-17T17:00:00.000Z,99081,Manatee (County),Fire
FS,5465a03449d3d6a93c739e34,2358,FL,2001-04-17T17:00:00.000Z,99027,DeSoto (County),Fire
FS,5465a03449d3d6a93c739f5c,2357,FL,2001-04-17T03:35:00.000Z,99095,Orange (County),Fire
FS,5465a03449d3d6a93c739f37,2357,FL,2001-04-17T03:35:00.000Z,99097,Osceola (County),Fire
FS,5465a03449d3d6a93c739eed,2357,FL,2001-04-17T03:35:00.000Z,99009,Brevard (County),Fire
FS,5465a03449d3d6a93c739f80,2354,FL,2001-02-19T05:00:00.000Z,99061,Indian River (County),Fire
FS,5465a03449d3d6a93c739f5b,2354,FL,2001-02-19T05:00:00.000Z,99043,Glades (County),Fire
FS,5465a03449d3d6a93c739f36,2354,FL,2001-02-19T05:00:00.000Z,99055,Highlands (County),Fire
FS,5465a03449d3d6a93c739ec8,2355,FL,2001-02-19T05:00:00.000Z,99051,Hendry (County),Fire
FS,5465a03449d3d6a93c739ea3,2355,FL,2001-02-19T05:00:00.000Z,99071,Lee (County),Fire
FS,5465a03449d3d6a93c739e7e,2354,FL,2001-02-19T05:00:00.000Z,99093,Okeechobee (County),Fire
FS,5465a03449d3d6a93c739e59,2355,FL,2001-02-19T05:00:00.000Z,99021,Collier (County),Fire
FS,5465a03449d3d6a93c739e33,2354,FL,2001-02-19T05:00:00.000Z,99085,Martin (County),Fire
FS,5465a03449d3d6a93c739f11,2353,FL,2001-02-17T05:00:00.000Z,99103,Pinellas (County),Fire
FS,5465a03449d3d6a93c739eec,2353,FL,2001-02-17T05:00:00.000Z,99105,Polk (County),Fire
FS,5465a03449d3d6a93c739ea2,2353,FL,2001-02-17T05:00:00.000Z,99057,Hillsborough (County),Fire
DR,5465a02449d3d6a93c736e08,1359,FL,2000-12-01T05:00:00.000Z,99023,Columbia (County),Freezing
DR,5465a02449d3d6a93c736e0b,1359,FL,2000-12-01T05:00:00.000Z,99105,Polk (County),Freezing
DR,5465a02449d3d6a93c736e09,1359,FL,2000-12-01T05:00:00.000Z,99051,Hendry (County),Freezing
DR,5465a02449d3d6a93c736e0a,1359,FL,2000-12-01T05:00:00.000Z,99083,Marion (County),Freezing
DR,5465a02449d3d6a93c736dea,1359,FL,2000-12-01T05:00:00.000Z,99125,Union (County),Freezing
DR,5465a02449d3d6a93c736de9,1359,FL,2000-12-01T05:00:00.000Z,99101,Pasco (County),Freezing
DR,5465a02449d3d6a93c736de8,1359,FL,2000-12-01T05:00:00.000Z,99075,Levy (County),Freezing
DR,5465a02449d3d6a93c736de7,1359,FL,2000-12-01T05:00:00.000Z,99047,Hamilton (County),Freezing
DR,5465a02449d3d6a93c736de6,1359,FL,2000-12-01T05:00:00.000Z,99019,Clay (County),Freezing
DR,5465a02449d3d6a93c736dc7,1359,FL,2000-12-01T05:00:00.000Z,99103,Pinellas (County),Freezing
DR,5465a02449d3d6a93c736dc8,1359,FL,2000-12-01T05:00:00.000Z,99127,Volusia (County),Freezing
DR,5465a02449d3d6a93c736dc6,1359,FL,2000-12-01T05:00:00.000Z,99081,Manatee (County),Freezing
DR,5465a02449d3d6a93c736dc5,1359,FL,2000-12-01T05:00:00.000Z,99049,Hardee (County),Freezing
DR,5465a02449d3d6a93c736dc4,1359,FL,2000-12-01T05:00:00.000Z,99021,Collier (County),Freezing
DR,5465a02449d3d6a93c736da4,1359,FL,2000-12-01T05:00:00.000Z,99069,Lake (County),Freezing
DR,5465a02449d3d6a93c736da6,1359,FL,2000-12-01T05:00:00.000Z,99119,Sumter (County),Freezing
DR,5465a02449d3d6a93c736da5,1359,FL,2000-12-01T05:00:00.000Z,99097,Osceola (County),Freezing
DR,5465a02449d3d6a93c736da3,1359,FL,2000-12-01T05:00:00.000Z,99041,Gilchrist (County),Freezing
DR,5465a02449d3d6a93c736da2,1359,FL,2000-12-01T05:00:00.000Z,99015,Charlotte (County),Freezing
DR,5465a02449d3d6a93c736d84,1359,FL,2000-12-01T05:00:00.000Z,99121,Suwannee (County),Freezing
DR,5465a02449d3d6a93c736d83,1359,FL,2000-12-01T05:00:00.000Z,99099,Palm Beach (County),Freezing
DR,5465a02449d3d6a93c736d82,1359,FL,2000-12-01T05:00:00.000Z,99071,Lee (County),Freezing
DR,5465a02449d3d6a93c736d81,1359,FL,2000-12-01T05:00:00.000Z,99043,Glades (County),Freezing
DR,5465a02449d3d6a93c736d80,1359,FL,2000-12-01T05:00:00.000Z,99017,Citrus (County),Freezing
DR,5465a02449d3d6a93c736d62,1359,FL,2000-12-01T05:00:00.000Z,99109,St. Johns (County),Freezing
DR,5465a02449d3d6a93c736d61,1359,FL,2000-12-01T05:00:00.000Z,99093,Okeechobee (County),Freezing
DR,5465a02449d3d6a93c736d60,1359,FL,2000-12-01T05:00:00.000Z,99061,Indian River (County),Freezing
DR,5465a02449d3d6a93c736d5f,1359,FL,2000-12-01T05:00:00.000Z,99031,Duval (County),Freezing
DR,5465a02449d3d6a93c736d5e,1359,FL,2000-12-01T05:00:00.000Z,99009,Brevard (County),Freezing
DR,5465a02449d3d6a93c736d3f,1359,FL,2000-12-01T05:00:00.000Z,99095,Orange (County),Freezing
DR,5465a02449d3d6a93c736d3c,1359,FL,2000-12-01T05:00:00.000Z,99011,Broward (County),Freezing
DR,5465a02449d3d6a93c736d40,1359,FL,2000-12-01T05:00:00.000Z,99111,St. Lucie (County),Freezing
DR,5465a02449d3d6a93c736d3d,1359,FL,2000-12-01T05:00:00.000Z,99035,Flagler (County),Freezing
DR,5465a02449d3d6a93c736d3e,1359,FL,2000-12-01T05:00:00.000Z,99067,Lafayette (County),Freezing
DR,5465a02449d3d6a93c736d1e,1359,FL,2000-12-01T05:00:00.000Z,99115,Sarasota (County),Freezing
DR,5465a02449d3d6a93c736d1d,1359,FL,2000-12-01T05:00:00.000Z,99087,Monroe (County),Freezing
DR,5465a02449d3d6a93c736d1c,1359,FL,2000-12-01T05:00:00.000Z,99055,Highlands (County),Freezing
DR,5465a02449d3d6a93c736d1b,1359,FL,2000-12-01T05:00:00.000Z,99027,DeSoto (County),Freezing
DR,5465a02449d3d6a93c736d1a,1359,FL,2000-12-01T05:00:00.000Z,99003,Baker (County),Freezing
DR,5465a02449d3d6a93c736cfc,1359,FL,2000-12-01T05:00:00.000Z,99117,Seminole (County),Freezing
DR,5465a02449d3d6a93c736cfb,1359,FL,2000-12-01T05:00:00.000Z,99089,Nassau (County),Freezing
DR,5465a02449d3d6a93c736cfa,1359,FL,2000-12-01T05:00:00.000Z,99057,Hillsborough (County),Freezing
DR,5465a02449d3d6a93c736cf9,1359,FL,2000-12-01T05:00:00.000Z,99029,Dixie (County),Freezing
DR,5465a02449d3d6a93c736cf8,1359,FL,2000-12-01T05:00:00.000Z,99007,Bradford (County),Freezing
DR,5465a02449d3d6a93c736cda,1359,FL,2000-12-01T05:00:00.000Z,99107,Putnam (County),Freezing
DR,5465a02449d3d6a93c736cd9,1359,FL,2000-12-01T05:00:00.000Z,99085,Martin (County),Freezing
DR,5465a02449d3d6a93c736cd8,1359,FL,2000-12-01T05:00:00.000Z,99053,Hernando (County),Freezing
DR,5465a02449d3d6a93c736cd7,1359,FL,2000-12-01T05:00:00.000Z,99025,Dade (County),Freezing
DR,5465a02449d3d6a93c736cd6,1359,FL,2000-12-01T05:00:00.000Z,99001,Alachua (County),Freezing
DR,54f4fbb0df7009de48211a42,1345,FL,2000-10-04T02:30:00.000Z,99011,Broward (County),Severe Storm(s)
DR,54f4fbb0df7009de48211a78,1345,FL,2000-10-04T02:30:00.000Z,99021,Collier (County),Severe Storm(s)
DR,54f4fbb0df7009de48211aaf,1345,FL,2000-10-04T02:30:00.000Z,99025,Dade (County),Severe Storm(s)
DR,54f4fbb1df7009de48211ae9,1345,FL,2000-10-04T02:30:00.000Z,99087,Monroe (County),Severe Storm(s)
DR,5465a02449d3d6a93c736cbc,1344,FL,2000-09-21T04:00:00.000Z,99033,Escambia (County),Severe Storm(s)
DR,5465a02449d3d6a93c736c99,1344,FL,2000-09-21T04:00:00.000Z,99005,Bay (County),Severe Storm(s)
DR,5465a02449d3d6a93c736c76,1344,FL,2000-09-21T04:00:00.000Z,99013,Calhoun (County),Severe Storm(s)
DR,5465a02449d3d6a93c736c54,1344,FL,2000-09-21T04:00:00.000Z,99129,Wakulla (County),Severe Storm(s)
DR,5465a02449d3d6a93c736c0e,1344,FL,2000-09-21T04:00:00.000Z,99073,Leon (County),Severe Storm(s)
DR,5465a02449d3d6a93c736beb,1344,FL,2000-09-21T04:00:00.000Z,99091,Okaloosa (County),Severe Storm(s)
DR,5465a02449d3d6a93c736bc7,1344,FL,2000-09-21T04:00:00.000Z,99045,Gulf (County),Severe Storm(s)
DR,5465a02449d3d6a93c736ba4,1344,FL,2000-09-21T04:00:00.000Z,99065,Jefferson (County),Severe Storm(s)
DR,5465a02449d3d6a93c736b80,1344,FL,2000-09-21T04:00:00.000Z,99037,Franklin (County),Severe Storm(s)
FS,5465a03449d3d6a93c739f76,2307,FL,2000-06-09T23:16:00.000Z,99123,Taylor (County),Fire
FS,5465a03449d3d6a93c739f51,2307,FL,2000-06-09T23:16:00.000Z,99067,Lafayette (County),Fire
FS,5465a03449d3d6a93c739f2c,2307,FL,2000-06-09T23:16:00.000Z,99079,Madison (County),Fire
FS,5465a03449d3d6a93c739ee2,2307,FL,2000-06-09T23:16:00.000Z,99029,Dixie (County),Fire
